Year,State,stateid,statepop,"Residents in State, County, and City Mental Hospitals",Resident all Mental Institutions,All Patients (Resident and on Parole) in All Mental Institutions,Homicide Count,Prisoners,Jailpop,Executions,Real Per Cap Income,Age Percent 15 to 19,Age Percent 20 to 24,Nonwhite,r_black,r_urban
1930,NE,28,1380000,3561,3610,3950,,1200,283.699999999997,0,,10.7483685016632,8.19963067770004,3.06577645242214,,
1930,NV,29,92000,264,264,281,,225,65.1000000000004,1,,6.03233017027378,6.03095330297947,7.42991417646408,,
1930,NH,30,466000,1701,1701,1859,,184,151.5,0,,8.47195908427238,8.60173851251602,0,,
1930,NJ,31,4068000,10860,10991,12205,,3187,1328.79999999999,10,,8.98469164967537,8.85547697544098,5.00111542642117,,
1930,NM,32,427000,616,616,741,,486,34.1999999999998,0,,10.8630731701851,6.42109736800194,.741102499887347,,
1930,NY,33,12647000,50180,52388,57391,,8856,6804.69999999995,15,,8.53408873081207,9.28333774209023,4.72756251692772,,
1930,NC,34,3167000,5428,5487,6532,,2327,451.199999999997,10,,10.9594888985157,9.67360585927963,30.3990602493286,,
1930,ND,35,682000,1523,1523,1606,,369,77.1999999999998,0,,9.83980000019073,9.47415605187416,0,,
1930,OH,36,6662000,15712,16530,18708,,9251,2131.29999999999,8,,8.39829072356224,8.95620286464691,5.62434755265713,,
1930,OK,37,2401000,4517,4517,4856,,3614,631.199999999997,2,,10.6741428375244,8.93078446388245,14.8975685238838,,
1930,OR,38,956000,3083,3352,3746,,888,294.900000000001,0,,10.1731814444065,7.46761187911034,1.35267777368426,,
1930,PA,39,9649000,25222,26065,29057,,5836,4919.90000000002,9,,9.47654545307159,8.5891105234623,3.48966084420681,,
1930,RI,40,686000,1989,2005,2272,,410,171.7,0,,8.99895131587982,7.71623775362968,1.08881946653128,,
1930,SC,41,1745000,3183,3200,3537,,799,861.400000000001,5,,13.1105199456215,10.1735904812813,45.701277256012,,
1930,SD,42,693000,1538,1538,1539,,466,108.4,0,,8.3647832274437,9.7724474966526,.234791170805693,,
1930,TN,43,2619000,4263,4299,4344,,2887,1380.09999999998,2,,10.0175008177757,9.52150970697403,14.3405020236969,,
1930,TX,44,5844000,9089,9119,10304,,5068,831.600000000006,8,,10.5727136135101,10.1342216134071,16.4987206459045,,
1930,UT,45,509000,926,926,926,,314,73.8000000000002,0,,11.2090721726418,8.77195671200752,2.53447648137808,,
1930,VT,46,360000,905,1525,1552,,455,59.1999999999998,0,,7.91094079613686,8.09793993830681,1.5075377188623,,
1930,VA,47,2427000,6509,6616,8553,,2896,1623.20000000001,3,,10.3640086948872,8.44953060150146,26.6980946063995,,
1930,WA,48,1568000,4488,5043,5776,,1765,343.8,4,,9.7804844379425,8.63271504640579,2.08946410566568,,
1930,WV,49,1733000,3592,3592,4109,,2344,598.100000000006,2,,9.50632318854332,8.38360637426376,6.24769665300846,,
1930,WI,50,2950000,5270,5530,7162,,2381,1112.20000000001,0,,9.44588258862495,8.74613672494888,1.02278906852007,,
1930,WY,51,226000,446,902,916,,338,40.5,2,,9.24841165542603,10.7903853058815,0,,
1931,AL,1,2649000,4004,4569,5387,601,,1074,2,,11.4197710901498,9.38600428402424,34.4570946693421,,
1931,AK,2,,,,,,,,,,,,,,
1931,AZ,3,429000,851,851,998,54,587,38.1999999999998,1,,8.20751570165159,9.67837221920491,7.4755390733479,,
1931,AR,4,1848000,3266,4012,5147,327,1374,253.799999999999,1,,10.5929086357355,9.67125065624712,34.333854317665,,
1931,CA,5,5824000,16202,20218,22188,406,7515,3107.79999999999,9,,8.11859302222728,8.45416039228439,4.56484232097864,,
1931,CO,6,1056000,2742,3431,3733,87,1382,235.4,4,,8.57525058090687,8.43661889433861,.836891676299256,,
1931,CT,7,1628000,5555,7070,7436,45,1342,504,0,,8.84598858654499,9.17206436395645,2.98715731129051,,
1931,DE,8,242000,764,960,1088,25,340,382.800000000003,0,,7.4596434086561,7.66133338212969,16.5180374681949,,
1931,FL,10,1493000,3676,4127,4573,443,2985,638.199999999997,7,,10.3413013368845,9.4736885279417,33.1947398185729,,
1931,GA,11,2924000,5577,6542,7200,601,,2199.2,18,,11.3397705554962,9.19780999422073,33.8806250691414,,
1931,HI,12,,,,,,,,,,,,,,
1931,ID,13,454000,768,1211,1273,13,330,228.199999999997,0,,10.309686139226,8.54439094662666,.447717499919253,,
1931,IL,14,7687000,23249,30064,30943,809,9890,2838.79999999999,10,,8.90720106661318,8.32561306655406,3.18536540493373,,
1931,IN,15,3257000,7237,10540,10891,215,4727,437,1,,9.51463371515274,8.20385947823525,4.27374709397554,,
1931,IA,16,2482000,5958,8963,10162,63,2971,488,1,,8.68674203753472,8.53094905614853,.843528932891791,,
1931,KS,17,1881000,4180,5884,6535,130,2537,268.799999999999,0,,8.4647263586521,7.84784257411957,6.94696556776755,,
1931,KY,18,2652000,5679,5705,6308,455,3504,669.800000000003,0,,9.72465537488461,7.93369904160501,8.81201297044756,,
1931,LA,19,2124000,4432,5220,5535,421,2775,662.199999999997,7,,10.125874504447,9.77044083178042,29.0719801187514,,
1931,ME,20,807000,2205,2980,3109,11,514,284.800000000003,0,,8.38671781122686,9.09280285239218,.384265510365367,,
1931,MD,21,1657000,5118,8164,8621,160,2549,338.399999999994,1,,8.41051630675791,9.07584123313427,11.0240086913109,,
1931,MA,22,4248000,19031,26828,28981,87,2499,2062.8,2,,8.56246940791607,8.14748354256153,.646139760501674,,
1931,MI,23,4798000,11805,17211,18590,295,8995,1577,0,,8.70547823607921,8.86423312127591,2.15488268062476,,
1931,MN,24,2614000,8204,11165,12251,76,2443,920.199999999997,0,,9.06512655317784,8.15776884555817,.653338707052176,,
1931,MS,25,1994000,3534,4383,5081,483,,425.599999999999,4,,10.4390727728605,9.5931163430214,53.4541079401968,,
1931,MO,26,3711000,10136,11512,12218,405,4577,940.199999999997,0,,8.33644419908524,8.74404415488241,6.80004507303238,,
1931,MT,27,540000,1671,2025,2025,39,611,118.799999999999,0,,9.50897373259068,9.02586966753006,5.02250831574202,,
1931,NE,28,1384000,3594,4646,4987,50,1230,303.800000000003,0,,10.6219886243343,8.17156106233596,2.90009619668128,,
1931,NV,29,94000,301,301,301,20,255,69.3999999999996,1,,6.19885209947828,6.35841932147745,7.09783848375078,,
1931,NH,30,470000,1755,2296,2462,10,189,158,0,,8.51864583790303,8.59890684485435,.0141324533615261,,
1931,NJ,31,4120000,12073,16028,17317,204,3263,1421.20000000001,6,,8.9866578578949,8.8736529648304,5.0396964326501,,
1931,NM,32,436000,646,694,802,63,546,35.8000000000002,0,,10.7646137475967,6.65213540196419,1.48075844626874,,
1931,NY,33,12848000,52477,67167,72077,821,9089,7159.80000000005,12,,8.5450329631567,9.202371686697,4.69333730638026,,
1931,NC,34,3184000,5554,6238,8004,339,2886,416.800000000003,8,,11.0111779719591,9.67721864581108,30.0952169299126,,
1931,ND,35,680000,1589,2269,2369,14,433,74.8000000000002,0,,9.87559311091899,9.41867806017398,.14176790602507,,
1931,OH,36,6694000,16073,23814,26075,602,9154,2235.20000000001,10,,8.45146149396898,8.91989216208458,5.56227900087833,,
1931,OK,37,2403000,5173,5932,6249,268,4164,698.800000000003,4,,10.5796436220408,8.89768294990063,14.4066037237643,,
1931,OR,38,966000,3145,4238,4704,41,861,312.599999999999,1,,9.99932356178759,7.56820000708105,1.31577165797352,,
1931,PA,39,9707000,26052,32046,35185,479,6307,5168.59999999998,16,,9.52560119330883,8.63395638763904,3.62287607043985,,
1931,RI,40,681000,2108,2687,2989,15,463,168.8,0,,9.05209451913835,7.83438377082346,1.11880925484003,,
1931,SC,41,1753000,3241,3753,4110,270,,880.599999999999,9,,12.9472293704748,10.1833289861679,45.5027180910111,,
1931,SD,42,694000,1558,2113,2117,16,529,116.6,0,,8.51937502622606,9.58425879478453,.585661930963433,,
1931,TN,43,2657000,4355,4971,5015,530,2926,1526.40000000002,1,,10.0373595952988,9.4453961402178,14.5642365515233,,
1931,TX,44,5907000,9659,11598,12842,,5385,905.399999999994,10,,10.5083671957254,9.99710559844971,16.3438773155212,,
1931,UT,45,513000,921,921,921,26,329,75.1999999999998,0,,11.1302230507135,8.86728405952453,2.4306019209325,,
1931,VT,46,359000,945,1866,1892,4,440,61.8000000000002,0,,7.96962775290013,8.10372740030289,1.3653127197176,,
1931,VA,47,2445000,6841,7823,10007,326,2991,1782.79999999999,2,,10.400552675128,8.53526897728445,26.4861147105695,,
1931,WA,48,1581000,4630,6498,7153,71,1911,343.2,1,,9.63645942509173,8.61226513981819,2.08204632624984,,
1931,WV,49,1740000,2718,3547,4098,240,2571,634.399999999994,3,,9.6593075245619,8.48232515156271,6.2060846760869,,
1931,WI,50,2990000,5681,7962,9624,105,2584,1204.79999999999,0,,9.40162926912307,8.69536235928536,1.01026313379407,,
1931,WY,51,229000,451,1132,1168,19,352,43,0,,9.24817070364952,10.528069064021,.12770436704157,,
1932,AL,1,2653000,4342,4899,5314,581,,1158,4,,11.2978991866111,9.36242818832397,34.5213317871094,,
1932,AK,2,,,,,,,,,,,,,,
1932,AZ,3,426000,873,873,1079,63,640,34.6000000000004,0,,8.36396828293799,9.60409834980964,8.26092243194569,,
1932,AR,4,1836000,3447,4248,5353,286,1064,267.400000000001,2,,10.6130574643612,9.53572377562524,33.2659649848939,,
1932,CA,5,5894000,17288,21837,23704,456,8373,3337.40000000002,6,,8.09131428599358,8.45852270722389,4.55348886549473,,
1932,CO,6,1066000,2895,3620,3915,85,1344,243.700000000001,2,,8.6485892534256,8.44080701470375,.906459279358374,,
1932,CT,7,1637000,5822,7448,7821,48,1366,534,0,,8.89244064688682,9.18173030018806,2.88879692554473,,
1932,DE,8,245000,846,1090,1242,20,272,417.899999999994,0,,7.61837348341943,7.76719763875007,16.1547043919563,,
1932,FL,10,1521000,3771,4253,5129,424,2950,690.100000000006,1,,10.2083790302277,9.49259027838707,32.4716144800187,,
1932,GA,11,2935000,5683,6805,7464,563,,2238.60000000001,12,,11.254965364933,9.22994256019592,33.9357542991638,,
1932,HI,12,,,,,,,,,,,,,,
1932,ID,13,459000,820,1292,1360,12,266,250.099999999999,0,,10.2034784853458,8.53709042072296,.566840786486855,,
1932,IL,14,7736000,24450,32174,32995,759,10440,2974.90000000002,5,,8.84491264820097,8.4009650349617,3.38493168354037,,
1932,IN,15,3281000,7435,11802,12159,223,4762,415.5,2,,9.48948964476585,8.23562338948251,4.1915737092495,,
1932,IA,16,2489000,6367,10588,11729,72,3057,530,0,,8.76515924930572,8.52019116282463,.81713701598346,,
1932,KS,17,1883000,4332,6125,6861,126,2474,282.400000000001,0,,8.56633618474005,7.84331411123276,6.60598553717131,,
1932,KY,18,2676000,5820,6624,7262,532,3439,702.900000000001,4,,9.77466180920601,8.01159456372262,8.64019632339477,,
1932,LA,19,2155000,4638,5452,5820,401,2601,701.600000000006,13,,10.1315285265446,9.71600070595742,29.7948437929152,,
1932,ME,20,815000,2190,2993,3133,16,559,303.900000000001,0,,8.49440559744834,9.00044500827788,.380079634487629,,
1932,MD,21,1678000,5405,8550,8993,130,2489,259.700000000012,2,,8.54032993316651,9.0811288356781,11.5733489394188,,
1932,MA,22,4259000,19347,27380,29756,92,2643,2109.89999999999,1,,8.60156401991844,8.17045539617539,.717801060527568,,
1932,MI,23,4780000,10024,16545,17789,271,8689,1639,0,,8.72059553861618,8.82483392953873,2.35628403723243,,
1932,MN,24,2646000,8567,11921,13242,76,2593,963.100000000006,0,,9.08163696527481,8.24771225452423,.673692896962169,,
1932,MS,25,2004000,3298,4162,5093,467,,455.300000000003,8,,10.4093876481056,9.56084847450257,53.0003625154494,,
1932,MO,26,3746000,10110,11789,12469,410,4579,992.600000000006,3,,8.38105902075768,8.68614450097083,6.72928020358086,,
1932,MT,27,540000,1719,2105,2120,45,604,124.4,0,,9.57401841878891,9.04025018215179,4.93663221597671,,
1932,NE,28,1386000,3678,4833,5232,51,1267,323.900000000001,0,,10.4956087470054,8.1434914469719,2.73441594094037,,
1932,NV,29,96000,296,296,296,36,228,73.7000000000007,1,,6.36537402868274,6.68588533997534,6.76576279103758,,
1932,NH,30,474000,1838,2385,2572,1,199,164.5,0,,8.56533259153366,8.59607517719269,.0282649067230523,,
1932,NJ,31,4120000,12750,17110,18447,218,3212,1513.60000000001,4,,8.98862406611443,8.89182895421982,5.07827743887902,,
1932,NM,32,441000,677,731,839,63,545,37.4000000000001,0,,10.6661543250084,6.88317343592644,2.22041439265013,,
1932,NY,33,13001000,55704,72428,77149,763,9615,7514.90000000002,20,,8.55597719550133,9.12140563130379,4.65911209583282,,
1932,NC,34,3227000,5745,6500,7802,394,2719,382.399999999994,8,,11.0628670454025,9.68083143234253,29.7913736104966,,
1932,ND,35,676000,1658,2356,2451,8,369,72.3999999999996,0,,9.91138622164726,9.36320006847382,.283535812050095,,
1932,OH,36,6717000,16958,25240,27771,543,8603,2339.10000000001,7,,8.5046322643757,8.88358145952225,5.50021044909954,,
1932,OK,37,2394000,5553,6346,6761,261,4100,766.399999999994,4,,10.4851444065571,8.86458143591881,13.9156389236449,,
1932,OR,38,972000,3317,4426,4891,56,868,330.300000000003,0,,9.82546567916871,7.66878813505174,1.27886554226279,,
1932,PA,39,9764000,27737,34015,37549,469,6396,5417.29999999999,5,,9.57465693354607,8.6788022518158,3.75609129667285,,
1932,RI,40,677000,2197,2938,3331,11,532,165.9,0,,9.10523772239686,7.95252978801728,1.14879904314876,,
1932,SC,41,1748000,3398,3918,4343,258,,899.800000000003,6,,12.7839387953281,10.1930674910545,45.3041589260102,,
1932,SD,42,692000,1575,2166,2169,11,580,124.799999999999,0,,8.67396682500838,9.3960700929165,.936532691121084,,
1932,TN,43,2711000,5195,5843,5974,524,2734,1672.70000000001,0,,10.0572183728218,9.36928257346155,14.7879710793496,,
1932,TX,44,5961000,10232,12488,13619,,5190,979.200000000012,9,,10.4440207779408,9.85998958349228,16.1890339851379,,
1932,UT,45,517000,982,982,982,19,297,76.5999999999999,0,,11.0513739287853,8.96261140704155,2.32672736048696,,
1932,VT,46,358000,973,1917,1940,4,432,64.3999999999996,1,,8.02831470966339,8.10951486229897,1.22308772057296,,
1932,VA,47,2452000,7115,8154,10722,353,3312,1942.40000000002,2,,10.4370966553688,8.62100735306741,26.2741348147393,,
1932,WA,48,1584000,4843,6944,7620,82,1801,342.6,2,,9.49243441224099,8.59181523323059,2.07462854683399,,
1932,WV,49,1747000,2833,3684,4375,220,2642,670.699999999997,2,,9.81229186058044,8.58104392886163,6.16447269916535,,
1932,WI,50,3021000,11030,13478,15059,83,2696,1297.39999999999,0,,9.35737594962119,8.64458799362183,.997737199068066,,
1932,WY,51,230000,463,1165,1200,22,312,45.5,0,,9.24792975187302,10.2657528221607,.255408734083185,,
1933,AL,1,2768000,4412,5012,5723,671,,1242,3,12.615385055542,11.1760272830725,9.33885209262371,34.5855683088303,35.4094581604004,28.7471351623535
1933,AK,2,,,,,,,,,,,,,0,16.4778270721436
1933,AZ,3,412000,889,889,1095,52,655,31,0,23.615385055542,8.52042086422444,9.52982448041439,9.04630571603775,2.66785860061646,34.5434913635254
1933,AR,4,1948000,3484,4339,5674,306,1490,281,4,11.7692308425903,10.6332062929869,9.40019689500331,32.1980744600296,25.4820461273193,21.1101913452148
1933,CA,5,5879000,18054,22912,25135,466,9040,3567,10,42.0769233703613,8.06403554975986,8.46288502216339,4.54213544726372,1.53735101222992,72.5984725952148
1933,CO,6,1053000,3028,3745,4043,81,1245,252,2,27,8.72192792594433,8.44499513506889,.976026896387339,1.13138067722321,50.9231986999512
1933,CT,7,1679000,6054,7770,8202,30,1267,564,0,45.0769233703613,8.93889270722866,9.19139623641968,2.79043652117252,1.84250962734222,69.6369552612305
1933,DE,8,250000,895,1212,1386,31,,453,0,43.3076934814453,7.77710355818271,7.87306189537049,15.7913714647293,13.7508277893066,51.7944450378418
1933,FL,10,1560000,3812,4324,4807,418,2917,742,5,22.1538467407227,10.0754567235708,9.51149202883244,31.7484885454178,28.7280807495117,52.7816886901855
1933,GA,11,2988000,5948,7261,7901,673,,2278,14,15.5384616851807,11.1701601743698,9.26207512617111,33.9908838272095,36.1910743713379,31.8503112792969
1933,HI,12,,,,,,,,,,,,,.190217390656471,56.3864479064941
1933,ID,13,466000,853,1346,1423,24,246,272,0,17.384614944458,10.0972708314657,8.52978989481926,.685964059084654,.214446216821671,30.5637245178223
1933,IL,14,7756000,25234,33178,34160,841,10578,3111,5,33.6153831481934,8.78262422978877,8.47631700336933,3.58449779450893,4.48813199996948,73.7713241577148
1933,IN,15,3364000,7681,12263,12737,188,4324,394,3,22.5384616851807,9.46434557437896,8.26738730072976,4.10940051078796,3.48817825317383,55.3372039794922
1933,IA,16,2513000,6695,11014,12617,74,3002,572,0,19.3076915740967,8.84357646107674,8.50943326950073,.790745113044977,.682532012462616,40.546947479248
1933,KS,17,1872000,4495,6345,7142,123,2565,296,0,19.1538467407227,8.66794601082801,7.83878564834595,6.2650054693222,3.53887224197388,39.7260894775391
1933,KY,18,2765000,5951,6763,7256,603,3320,736,9,15.615385055542,9.82466824352741,8.08949008584023,8.46837982535362,8.30630397796631,30.3406944274902
1933,LA,19,2115000,4943,5841,6330,478,2922,741,7,17.384614944458,10.1371825486422,9.66156058013439,30.5177062749863,36.6161689758301,40.2100982666016
1933,ME,20,829000,2274,3088,3209,27,522,323,0,28.384614944458,8.60209338366986,8.90808716416358,.375893758609891,.123248480260372,40.429817199707
1933,MD,21,1657000,5597,8789,9235,148,2593,181,1,36,8.67014355957507,9.08641643822193,12.1226891875267,16.8135242462158,59.6122741699219
1933,MA,22,4309000,19533,28030,30607,106,2675,2157,0,43.1538467407227,8.64065863192082,8.19342724978924,.789462402462959,1.23868048191071,89.9160537719727
1933,MI,23,4716000,12887,19492,21438,240,7803,1701,0,26.6923084259033,8.73571284115314,8.78543473780156,2.55768541246653,3.63042020797729,67.4567947387695
1933,MN,24,2607000,8909,12518,13986,90,2599,1006,0,23.6923084259033,9.09814737737179,8.3376556634903,.694047100841999,.353159695863724,49.2803039550781
1933,MS,25,2008000,3289,4175,5159,420,,485,5,9.76923084259033,10.3797025233507,9.52858060598374,52.546614408493,49.9406089782715,17.7537727355957
1933,MO,26,3814000,10289,12026,12736,451,5632,1045,6,25.615385055542,8.42567384243011,8.62824484705924,6.65851533412933,6.25469923019409,51.4012985229492
1933,MT,27,533000,1771,2172,2179,30,589,130,1,22.769229888916,9.63906310498714,9.05463069677353,4.85075600445271,.183778777718544,34.9276466369629
1933,NE,28,1368000,3747,4964,5408,44,1359,344,0,20.9230766296387,10.3692288696766,8.11542183160782,2.56873574107885,1.03032457828522,36.4052810668945
1933,NV,29,96000,310,310,333,12,163,78,1,38.0769233703613,6.53189595788719,7.01335135847332,6.43368735909462,1.0419579744339,37.8811225891113
1933,NH,30,489000,1865,2407,2597,13,210,171,0,32,8.6120193451643,8.59324350953102,.0423973600845784,.150537639856339,58.3528709411621
1933,NJ,31,4202000,13239,17646,19128,211,3289,1606,3,40.3846168518066,8.99059027433395,8.91000494360924,5.11685833334923,5.25741004943848,82.3228149414062
1933,NM,32,422000,703,759,886,47,547,39,2,16,10.56769490242,7.11421146988869,2.96007040888071,.778408765792847,27.6316680908203
1933,NY,33,12791000,58452,76164,81450,746,9816,7870,18,48.230770111084,8.56692142784595,9.04043957591056,4.62488681077957,3.56749749183655,83.3632736206055
1933,NC,34,3331000,5908,6777,8727,434,2871,348,5,15.692307472229,11.1145561188459,9.68444421887398,29.4875293970108,28.5324573516846,26.0667266845703
1933,ND,35,693000,1705,2435,2598,8,363,70,0,11.384614944458,9.94717933237552,9.30772207677364,.425303727388382,0,14.3258962631226
1933,OH,36,6691000,17408,25879,28715,548,9121,2443,11,29.615385055542,8.55780303478242,8.84727075695991,5.43814189732075,4.72630596160889,67.4968109130859
1933,OK,37,2470000,5908,6630,7909,308,4167,834,14,16.9230766296387,10.3906451910734,8.83147992193699,13.4246736764908,7.19541835784912,35.3163948059082
1933,OR,38,990000,3476,4627,5168,44,797,348,0,27.3076915740967,9.65160779654979,7.76937626302243,1.24195944517851,.22931931912899,50.5960807800293
1933,PA,39,9918000,28914,35303,39241,418,6166,5666,3,32.230770111084,9.6237126737833,8.72364811599254,3.88930663466454,4.55683517456055,67.4510040283203
1933,RI,40,683000,2268,3035,3456,13,474,163,0,43.1538467407227,9.15838092565537,8.07067580521106,1.17878885939717,1.48175597190857,92.1770553588867
1933,SC,41,1803000,3459,3995,4612,293,1180,919,6,13.2307691574097,12.6206482201815,10.2028059959412,45.1056003570557,44.8135299682617,22.2917652130127
1933,SD,42,692000,1541,2145,2151,12,546,133,0,10.2307691574097,8.82855862379075,9.20788139104842,1.28740342333913,.101010106503963,20.6040191650391
1933,TN,43,2747000,5334,5999,6254,554,2672,1819,4,15.4615383148193,10.0770771503448,9.29316900670529,15.0117054581642,18.0222587585449,34.558967590332
1933,TX,44,5991000,10625,12846,14099,965,5335,1053,9,19.615385055542,10.3796743601561,9.72287356853485,16.0341903567314,14.5958003997803,42.3224182128906
1933,UT,45,513000,958,1151,1233,18,310,78,0,22.6923084259033,10.9725248068571,9.05793875455856,2.22285278141499,.192340731620789,53.289909362793
1933,VT,46,371000,977,1915,1935,6,363,67,0,25.769229888916,8.08700166642666,8.11530232429504,1.08086271211505,.194444447755814,31.3331775665283
1933,VA,47,2562000,7373,8430,11350,349,3325,2102,1,21.769229888916,10.4736406356096,8.70674572885037,26.0621547698975,26.1909065246582,33.3030242919922
1933,WA,48,1610000,5149,7288,7917,93,1806,342,1,28.769229888916,9.34840939939021,8.57136532664299,2.06721071153879,.434467434883118,55.5684928894043
1933,WV,49,1786000,2801,3473,3787,216,2338,707,3,19.8461532592773,9.96527619659902,8.67976270616055,6.12286068499088,6.51706886291504,28.341739654541
1933,WI,50,2917000,11078,13598,15087,55,2402,1390,0,25.4615383148193,9.31312263011932,8.5938136279583,.985211227089167,.376716613769531,53.0642166137695
1933,WY,51,230000,492,1223,1261,22,311,48,1,28.3076915740967,9.24768880009651,10.0034365803003,.383113091811538,.429256439208984,32.9164772033691
1934,AL,1,2805000,4615,5218,5581,713,,1441.57142857142,5,15.4477615356445,11.0541553795338,9.31527599692345,34.6498072147369,35.3078498840332,28.9568748474121
1934,AK,2,,,,,,,,,,,,,0,17.450662612915
1934,AZ,3,406000,872,872,999,48,572,117.28571428571,4,26.8656730651855,8.67687344551089,9.45555061101915,9.83168929815292,2.71616625785828,34.5900993347168
1934,AR,4,1976000,3625,4480,5900,334,1654,363.28571428571,3,13.5820903778076,10.6533551216125,9.26467001438138,31.1301857233047,25.3820323944092,21.2609081268311
1934,CA,5,5937000,18812,23478,26072,435,9156,4660.85714285728,11,45,8.03675681352615,8.46724733710289,4.5307818800211,1.57419800758362,72.3660430908203
1934,CO,6,1058000,3135,4387,4750,77,1313,336.14285714287,1,27.5373134613037,8.79526659846306,8.44918325543404,1.04559445753694,1.12240719795227,51.1665802001953
1934,CT,7,1700000,6242,8007,8469,40,1238,658.57142857142,0,48.9552268981934,8.9853447675705,9.20106217265129,2.69207619130611,1.85514450073242,69.3686599731445
1934,DE,8,253000,953,1300,1458,34,302,410.71428571429,0,48.0597038269043,7.93583363294599,7.97892615199092,15.4280379414558,13.7125864028931,51.8323707580566
1934,FL,10,1587000,4078,4565,5031,425,3041,1102.71428571432,1,25.8955230712891,9.942534416914,9.5303937792778,31.0253649950027,28.4948406219482,53.1185493469238
1934,GA,11,3011000,6146,7492,8370,720,,2816.57142857148,13,17.9850749969482,11.0853549838066,9.29420769214629,34.0460121631622,35.9825096130371,32.2115516662598
1934,HI,12,,,,,,,,,,,,,.163043469190598,57.2471504211426
1934,ID,13,473000,880,1388,1489,26,249,267.714285714286,0,29.0298519134521,9.9910631775856,8.52248936891556,.805087387561798,.211021929979324,31.0138053894043
1934,IL,14,7790000,25989,34225,35138,772,10748,3141.28571428572,8,37.6865692138672,8.72033581137657,8.55166897177695,3.78406420350075,4.5470552444458,73.7428817749023
1934,IN,15,3400000,7710,12444,13033,242,4183,527.14285714287,4,26.5671653747559,9.43920150399208,8.29915121197701,4.0272269397974,3.49828481674194,55.2998657226562
1934,IA,16,2525000,6734,11154,12952,59,2834,648.85714285713,0,20.0746269226074,8.92199367284776,8.49867537617683,.764353200793266,.680715799331665,40.8560676574707
1934,KS,17,1870000,4577,6397,7159,114,2619,350.142857142855,0,21.417911529541,8.76955583691597,7.83425718545914,5.92402555048466,3.54890561103821,40.03173828125
1934,KY,18,2810000,6002,7080,7636,516,3943,970.857142857159,3,17.238805770874,9.87467467784882,8.16738560795784,8.29656273126602,8.19425582885742,30.2694282531738
1934,LA,19,2118000,5229,6106,6467,412,2939,841,7,19.7014923095703,10.1428365707397,9.60712045431136,31.2405705451965,36.5158157348633,40.3879623413086
1934,ME,20,837000,2337,3140,3307,9,524,360,0,30.9701499938965,8.70978116989138,8.81572932004928,.371707882732153,.122507810592651,40.4392509460449
1934,MD,21,1664000,5725,8914,9369,124,2581,390.714285714261,1,39.1791038513184,8.79995718598363,9.09170404076576,12.6720294356346,16.7807769775391,59.5688171386719
1934,MA,22,4326000,19915,28545,31094,96,2827,2140.14285714286,4,45.522388458252,8.67975324392319,8.21639910340309,.86112366989255,1.24373078346252,89.8410186767578
1934,MI,23,4680000,13341,20086,21860,195,7487,1793.28571428571,0,33.8059692382812,8.75083014369011,8.74603554606438,2.75908671319485,3.67712903022766,67.2107315063477
1934,MN,24,2619000,8943,12721,14272,88,2659,991.142857142859,0,26.5671653747559,9.11465778946877,8.42759907245636,.714401295408607,.353874891996384,49.3524208068848
